,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,brand,model
3995,Pune,2011,54000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20
3996,Delhi,2012,76000,Diesel,Automatic,First,16.07,1995.0,181.0,4.0,BMW,3
3997,Kolkata,2015,27000,Diesel,Manual,First,21.19,1396.0,88.73,5.0,Hyundai,i20
3998,Chennai,2005,120000,Diesel,Manual,Second,12.7,2609.0,116.6,8.0,Mahindra,Scorpio
3999,Hyderabad,2012,125000,Petrol,Automatic,First,10.5,3197.0,68.05,0.0,Audi,A4
4000,Kolkata,2011,37000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,Ford,Figo
4001,Mumbai,2012,42000,Petrol,Manual,First,9.8,2354.0,180.0,5.0,Honda,Accord
4002,Bangalore,2013,60000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,Hyundai,i20
4003,Mumbai,2018,3000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,Jaguar,XF
4004,Mumbai,2013,44000,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,Hyundai,Verna
4005,Kolkata,2014,37000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City
4006,Mumbai,2012,50000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,Hyundai,i20
4007,Chennai,2013,58581,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio
4008,Kolkata,2013,25500,Diesel,Manual,First,21.9,1396.0,88.76,5.0,Hyundai,i20
4009,Mumbai,2017,25000,Petrol,Manual,First,10.4,2393.0,163.5,5.0,Maruti,Grand
4010,Hyderabad,2011,53766,Petrol,Manual,First,19.0,998.0,66.1,5.0,Maruti,A-Star
4011,Pune,2011,45271,Diesel,Manual,First,20.3,1616.5734702372692,46.3,5.0,Fiat,Punto
4012,Chennai,2006,68000,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
4013,Jaipur,2017,40000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
4014,Hyderabad,2013,73212,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
4015,Mumbai,2014,69000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,BMW,X1
4016,Mumbai,2007,61932,Diesel,Automatic,Second,14.3,1968.0,140.0,5.0,Volkswagen,Passat
4017,Bangalore,2012,52000,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,BMW,X3
4018,Kolkata,2011,150000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,Maruti,Ritz
4019,Jaipur,2013,70933,Diesel,Manual,Second,21.9,1396.0,88.76,5.0,Hyundai,i20
4020,Kolkata,2013,115195,Diesel,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift
4021,Delhi,2011,62148,Petrol,Manual,First,11.7,1796.0,178.0,5.0,Mercedes-Benz,New
4022,Chennai,2009,32000,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,Toyota,Corolla
4023,Kolkata,2014,58000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna
4024,Kochi,2014,68598,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster
4025,Chennai,2010,84072,Diesel,Manual,First,17.8,1248.0,75.0,5.0,Maruti,Swift
4026,Jaipur,2016,51264,Petrol,Manual,First,24.07,998.0,67.1,5.0,Maruti,Alto
4027,Coimbatore,2017,21363,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,Hyundai,Creta
4028,Delhi,2016,40000,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,Mercedes-Benz,CLA
4029,Kolkata,2015,35000,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,Honda,CR-V
4030,Hyderabad,2014,55000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
4031,Coimbatore,2016,43252,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,Mercedes-Benz,E-Class
4032,Delhi,2014,42000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
4033,Hyderabad,2006,69000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,Ford,Fiesta
4034,Kolkata,2018,14000,Diesel,Automatic,First,17.6,1582.0,126.2,5.0,Hyundai,Creta
4035,Delhi,2010,70000,Petrol,Manual,First,19.0,998.0,66.1,5.0,Maruti,A-Star
4036,Kochi,2015,35314,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz
4037,Kochi,2017,38691,Petrol,Manual,First,17.8,1497.0,117.3,5.0,Honda,City
4038,Coimbatore,2017,72717,Diesel,Manual,First,12.99,2494.0,100.6,7.0,Toyota,Innova
4039,Mumbai,2011,82000,Petrol,Automatic,Second,11.8,3498.0,272.0,7.0,Mercedes-Benz,R-Class
4040,Mumbai,2015,44000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,Skoda,Rapid
4041,Mumbai,2017,27000,Petrol,Manual,First,15.8,1499.0,110.0,5.0,Ford,Ecosport
4042,Chennai,2014,18500,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
4043,Mumbai,2014,45000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,Volkswagen,Vento
4044,Ahmedabad,2011,173000,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,Volvo,XC60
4045,Ahmedabad,2017,42000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,Toyota,Etios
4046,Jaipur,2012,90000,Diesel,Manual,First,19.4,1405.0,70.0,5.0,Tata,Indica
4047,Pune,2014,82329,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City
4048,Delhi,2010,80302,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
4049,Hyderabad,2005,105000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,Skoda,Octavia
4050,Kolkata,2009,60000,Petrol,Manual,First,14.53,1798.0,138.0,5.0,Toyota,Corolla
4051,Delhi,2014,70000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,Toyota,Etios
4052,Bangalore,2016,45000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,BMW,X1
4053,Kolkata,2006,44000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,Honda,City
4054,Delhi,2017,25500,Diesel,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20
4055,Delhi,2014,68000,Diesel,Automatic,First,13.0,2987.0,261.5,5.0,Mercedes-Benz,E-Class
4056,Ahmedabad,2015,61786,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
4057,Jaipur,2014,65000,Diesel,Automatic,Second,15.73,1968.0,174.33,5.0,Audi,Q3
4058,Delhi,2016,77000,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,Land,Rover
4059,Hyderabad,2015,34000,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,Skoda,Rapid
4060,Coimbatore,2015,59751,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
4061,Mumbai,2013,23312,Petrol,Automatic,First,11.05,2894.0,444.0,4.0,Audi,RS5
4062,Mumbai,2015,30000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,Maruti,Ciaz
4063,Coimbatore,2015,60146,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,Audi,Q5
4064,Coimbatore,2013,44731,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,Ford,Figo
4065,Kochi,2014,43316,Petrol,Manual,First,18.88,999.0,123.37,5.0,Ford,Ecosport
4066,Delhi,2009,92000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City
4067,Hyderabad,2015,50000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,Jaguar,XF
4068,Mumbai,2008,69000,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,Maruti,Swift
4069,Coimbatore,2014,60280,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,BMW,5
4070,Coimbatore,2017,48161,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,Mercedes-Benz,B
4071,Mumbai,2013,41000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio
4072,Mumbai,2016,6000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
4073,Mumbai,2006,133000,Diesel,Manual,Second,16.8,1405.0,68.0,5.0,Tata,Indica
4074,Delhi,2010,76000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,Toyota,Fortuner
4075,Mumbai,2011,15590,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
4076,Kochi,2016,69681,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20
4077,Kochi,2006,70362,Petrol,Manual,Second,15.4,1590.0,86.7,5.0,Maruti,Baleno
4078,Pune,2014,49112,Petrol,Automatic,Second,15.5,1198.0,86.7,5.0,Honda,Amaze
4079,Hyderabad,2017,25000,Diesel,Automatic,First,13.33,2993.0,255.0,5.0,Land,Rover
4080,Mumbai,2011,74000,Diesel,Manual,First,23.59,1364.0,78.9,5.0,Toyota,Etios
4081,Pune,2013,15200,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,Hyundai,i10
4082,Hyderabad,2013,86300,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
4083,Coimbatore,2018,26731,Petrol,Manual,First,21.1,998.0,100.0,5.0,Maruti,Baleno
4084,Ahmedabad,2016,74000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,Hyundai,i20
4085,Chennai,2005,83929,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,Toyota,Corolla
4086,Pune,2015,65000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,Toyota,Innova
4087,Pune,2017,20000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
4088,Hyderabad,2015,122086,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,Skoda,Octavia
4089,Kochi,2018,35442,Petrol,Manual,First,17.3,1497.0,117.3,7.0,Honda,Mobilio
4090,Delhi,2015,62542,Diesel,Manual,Second,23.9,1582.0,126.2,5.0,Hyundai,Verna
4091,Coimbatore,2012,26671,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City
4092,Chennai,2014,83500,Diesel,Manual,Second,19.68,1399.0,67.0,5.0,Ford,Classic
4093,Delhi,2015,46166,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,Maruti,Ciaz
4094,Pune,2015,25200,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
4095,Coimbatore,2015,35463,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,Audi,A4
4096,Coimbatore,2017,23249,Petrol,Automatic,First,19.16,2487.0,175.67,5.0,Toyota,Camry
4097,Coimbatore,2016,40310,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
4099,Delhi,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
4100,Chennai,2012,94000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
4101,Chennai,2016,45000,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,BMW,X5
4102,Kochi,2012,52818,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
4103,Jaipur,2013,61238,Diesel,Manual,First,20.45,1461.0,83.8,5.0,Renault,Duster
4104,Coimbatore,2016,54253,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,Skoda,Superb
4105,Delhi,2013,71000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,Audi,Q5
4106,Hyderabad,2017,20000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,Maruti,Baleno
4107,Delhi,2013,75000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
4108,Coimbatore,2019,11827,Diesel,Automatic,First,13.5,2477.0,175.56,6.0,Mitsubishi,Pajero
4109,Mumbai,2015,51579,Petrol,Manual,First,20.73,1373.0,91.1,5.0,Maruti,Ciaz
4110,Kochi,2015,65178,Diesel,Manual,First,19.87,1461.0,83.8,5.0,Renault,Duster
4111,Mumbai,2016,25350,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
4112,Pune,2008,92000,Petrol,Manual,Second,10.8,2354.0,152.0,5.0,Honda,CR-V
4113,Bangalore,2014,45000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,Hyundai,Verna
4114,Kolkata,2015,46000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,Toyota,Corolla
4115,Kochi,2011,79940,Petrol,Manual,First,15.5,1586.0,103.3,5.0,Maruti,SX4
4116,Coimbatore,2016,28851,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
4117,Bangalore,2015,63000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,Audi,Q5
4118,Coimbatore,2012,77283,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
4119,Pune,2014,38958,Petrol,Manual,First,22.5,998.0,67.04,5.0,Maruti,Wagon
4120,Bangalore,2018,8900,Diesel,Automatic,First,13.5,2477.0,175.56,6.0,Mitsubishi,Pajero
4121,Hyderabad,2015,38000,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,Skoda,Octavia
4122,Kochi,2017,44887,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
4123,Hyderabad,2009,85000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto
4124,Pune,2013,100000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,Honda,City
4125,Chennai,2016,26239,Petrol,Manual,First,22.7,799.0,53.0,5.0,Datsun,redi-GO
4126,Pune,2011,97000,Diesel,Manual,First,17.67,1968.0,138.08,5.0,Skoda,Yeti
4127,Delhi,2013,28000,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,Mercedes-Benz,B
4128,Mumbai,2014,20364,Petrol,Automatic,Second,17.21,1197.0,103.6,5.0,Volkswagen,Polo
4129,Coimbatore,2014,64637,Diesel,Manual,First,22.77,1498.0,98.59,5.0,Ford,EcoSport
4130,Coimbatore,2017,15731,Petrol,Manual,First,15.29,1591.0,121.3,5.0,Hyundai,Creta
4131,Coimbatore,2019,56251,Diesel,Manual,First,14.24,2755.0,174.5,7.0,Toyota,Fortuner
4132,Chennai,2017,28000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,Maruti,Swift
4133,Coimbatore,2015,20045,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20
4134,Bangalore,2016,34004,Petrol,Manual,First,15.4,1497.0,117.3,7.0,Honda,BR-V
4135,Mumbai,2014,21000,Petrol,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio
4136,Mumbai,2009,68001,Petrol,Automatic,Second,10.93,3498.0,272.0,5.0,Mercedes-Benz,E-Class
4137,Kolkata,2012,31000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
4138,Mumbai,2013,8950,Petrol,Manual,First,17.71,1197.0,78.9,5.0,Toyota,Etios
4139,Coimbatore,2017,43477,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,Mercedes-Benz,E-Class
4140,Ahmedabad,2015,20000,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
4142,Bangalore,2011,60000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
4143,Chennai,2003,111000,Petrol,Automatic,First,13.0,2987.0,210.0,5.0,Mercedes-Benz,S-Class
4144,Pune,2016,52000,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,Tata,Indigo
4145,Pune,2016,26000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,Hyundai,Creta
4146,Pune,2013,32425,Petrol,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon
4147,Kochi,2017,54758,Diesel,Manual,First,28.4,1248.0,73.75,5.0,Maruti,Dzire
4148,Coimbatore,2008,59833,Petrol,Manual,Fourth & Above,13.8,1299.0,70.0,5.0,Ford,Ikon
4149,Kolkata,2013,30000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
4150,Jaipur,2011,40496,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
4151,Chennai,2014,45000,Diesel,Manual,First,18.2,1248.0,73.74,8.0,Chevrolet,Enjoy
4152,Mumbai,2003,75000,Diesel,Automatic,Second,0.0,1616.5734702372692,157.7,8.0,Land,Rover
4153,Bangalore,2011,34000,Petrol,Automatic,Second,10.5,1796.0,157.7,5.0,Mercedes-Benz,E-Class
4154,Bangalore,2012,62000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,Maruti,Swift
4155,Hyderabad,2012,123600,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
4156,Pune,2014,80102,Petrol,Manual,First,17.71,1197.0,78.9,5.0,Toyota,Etios
4157,Pune,2013,55000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
4158,Hyderabad,2015,48200,Petrol,Manual,First,15.29,1591.0,121.3,5.0,Hyundai,Creta
4159,Hyderabad,2014,90000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City
4160,Hyderabad,2014,123900,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
4161,Delhi,2015,13008,Petrol,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon
4162,Hyderabad,2012,60500,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
4163,Bangalore,2017,53841,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,Toyota,Innova
4164,Kochi,2017,47183,Petrol,Manual,Second,15.8,1591.0,121.3,5.0,Hyundai,Creta
4165,Kolkata,2018,10000,Petrol,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon
4166,Chennai,2015,45000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,Mercedes-Benz,GL-Class
4167,Kochi,2017,3923,Petrol,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio
4168,Delhi,2011,85000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,Mahindra,Scorpio
4169,Kochi,2018,6279,Petrol,Manual,First,22.7,799.0,53.64,5.0,Datsun,redi-GO
4170,Pune,2014,74500,Diesel,Manual,First,21.2,1248.0,75.0,5.0,Fiat,Grande
4171,Kolkata,2013,42000,Diesel,Manual,First,22.7,1582.0,126.24,5.0,Hyundai,Elantra
4172,Delhi,2014,56510,Petrol,Manual,First,19.1,1197.0,85.8,5.0,Maruti,Swift
4173,Delhi,2009,88000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,Audi,A4
4174,Mumbai,2014,36631,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,Honda,Brio
4175,Kolkata,2011,34000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
4176,Ahmedabad,2013,49000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
4177,Hyderabad,2012,65254,Diesel,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna
4178,Bangalore,2014,95000,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,Hyundai,Verna
4179,Chennai,2009,83000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz
4180,Coimbatore,2017,101065,Diesel,Manual,First,20.5,1582.0,126.2,5.0,Hyundai,Creta
4181,Kochi,2017,15134,Petrol,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
4182,Jaipur,2011,72000,Diesel,Manual,First,22.32,1582.0,126.3,5.0,Hyundai,Verna
4183,Chennai,2012,120000,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,Tata,Indica
4184,Kolkata,2010,45000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,Hyundai,i20
4185,Kochi,2015,54996,Diesel,Automatic,First,17.85,2967.0,300.0,4.0,Porsche,Panamera
4186,Coimbatore,2017,22874,Petrol,Manual,First,15.1,1196.0,73.0,5.0,Maruti,Eeco
4187,Chennai,2012,58000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,BMW,3
4188,Chennai,2016,86000,Diesel,Manual,Second,25.47,1248.0,88.5,7.0,Maruti,Ertiga
4189,Ahmedabad,2014,69000,Petrol,Automatic,First,16.9,1197.0,81.86,5.0,Hyundai,Xcent
4190,Pune,2016,55001,Petrol,Automatic,Second,16.93,1197.0,103.2,5.0,Volkswagen,Vento
4191,Chennai,2015,28000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,Audi,Q3
4192,Delhi,2013,53213,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
4193,Coimbatore,2016,44340,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,Volkswagen,Jetta
4194,Mumbai,2017,16900,Petrol,Manual,First,21.1,998.0,100.0,5.0,Maruti,Baleno
4195,Jaipur,2009,57000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
4196,Hyderabad,2013,83165,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
4197,Coimbatore,2012,24735,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,Chevrolet,Beat
4198,Kolkata,2005,65175,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
4199,Pune,2009,60000,Petrol,Manual,Second,9.8,2354.0,180.0,5.0,Honda,Accord
4200,Kochi,2017,60357,Diesel,Manual,First,25.32,1198.0,77.0,6.0,Mahindra,KUV
4201,Jaipur,2011,77000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
4202,Coimbatore,2014,85301,Petrol,Manual,First,12.4,1998.0,132.0,8.0,Toyota,Innova
4203,Mumbai,2011,50000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,Mahindra,Scorpio
4204,Chennai,2010,58000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,BMW,7
4205,Kolkata,2015,39000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,Honda,City
4206,Coimbatore,2015,46190,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
4207,Mumbai,2015,83000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
4208,Jaipur,2016,33000,Petrol,Manual,First,16.09,1598.0,103.5,5.0,Volkswagen,Vento
4209,Coimbatore,2017,27279,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City
4210,Bangalore,2014,53900,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,Audi,Q5
4211,Kochi,2012,63998,Petrol,Automatic,First,17.0,1497.0,118.0,5.0,Honda,City
4212,Coimbatore,2016,57932,Petrol,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift
4213,Jaipur,2015,25000,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto
4214,Chennai,2011,169000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,Ford,Figo
4215,Delhi,2012,53000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,Hyundai,Santro
4216,Coimbatore,2015,43053,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
4217,Ahmedabad,2014,75000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City
4218,Pune,2012,89000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,Honda,City
4219,Hyderabad,2014,75578,Diesel,Manual,First,25.1,1498.0,98.6,5.0,Honda,City
4220,Bangalore,2014,46676,Petrol,Manual,First,17.0,1591.0,121.3,5.0,Hyundai,Verna
4221,Kochi,2014,51349,Petrol,Manual,First,24.07,998.0,67.1,5.0,Maruti,Alto
4222,Kolkata,2014,34233,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,Mercedes-Benz,E-Class
4223,Coimbatore,2014,39626,Diesel,Automatic,First,11.2,2993.0,241.0,4.0,BMW,X6
4224,Pune,2008,82500,Petrol,Manual,First,14.0,1061.0,64.0,5.0,Maruti,Wagon
4225,Hyderabad,2015,63000,Diesel,Manual,Second,19.72,1461.0,108.45,5.0,Renault,Duster
4226,Delhi,2011,77001,Diesel,Manual,First,12.05,2179.0,120.0,8.0,Mahindra,Scorpio
4227,Chennai,2016,43000,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,Ford,Endeavour
4228,Hyderabad,2011,61111,Petrol,Manual,First,19.0,998.0,67.1,5.0,Maruti,Zen
4229,Bangalore,2005,79000,Petrol,Manual,Second,17.0,1616.5734702372692,78.9,5.0,Hyundai,Santro
4230,Kolkata,2011,43000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
4231,Hyderabad,2013,47000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,Honda,Brio
4232,Jaipur,2017,34000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,Maruti,Wagon
4233,Coimbatore,2018,22060,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,Audi,Q3
4234,Chennai,2012,63000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,Mercedes-Benz,M-Class
4235,Jaipur,2011,80000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
4236,Kochi,2015,13506,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,Audi,A4
4237,Mumbai,2016,16000,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
4238,Kolkata,2016,31006,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto
4239,Delhi,2013,91200,Diesel,Manual,First,12.99,2494.0,100.0,8.0,Toyota,Innova
4240,Pune,2015,43000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,Toyota,Corolla
4241,Hyderabad,2015,45000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,Ford,Figo
4242,Coimbatore,2014,28637,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio
4243,Pune,2004,69870,Petrol,Manual,Second,14.2,1597.0,92.0,5.0,Ford,Ikon
4244,Mumbai,2014,84000,Diesel,Manual,First,12.05,2179.0,120.0,7.0,Mahindra,Scorpio
4245,Coimbatore,2007,84143,Petrol,Manual,First,13.0,2987.0,210.0,5.0,Mercedes-Benz,S-Class
4246,Delhi,2012,77000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,Mahindra,Scorpio
4247,Ahmedabad,2012,75000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,Land,Rover
4248,Delhi,2011,76155,Petrol,Manual,First,18.6,1199.0,79.4,5.0,Chevrolet,Beat
4249,Bangalore,2014,98000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
4250,Mumbai,2008,48233,Petrol,Manual,Second,13.4,1794.0,125.0,5.0,Toyota,Corolla
4251,Bangalore,2015,63000,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,Audi,Q5
4252,Coimbatore,2015,34063,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
4253,Kolkata,2013,32576,Petrol,Manual,First,19.5,1199.0,88.76,5.0,Honda,Amaze
4254,Mumbai,2015,28843,Petrol,Automatic,First,17.01,1499.0,110.5,5.0,Ford,Figo
4255,Bangalore,2016,26000,Diesel,Automatic,Second,19.6,1461.0,108.45,5.0,Renault,Duster
4256,Kolkata,2013,39000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,Honda,City
4257,Mumbai,2010,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
4258,Kolkata,2011,38002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
4259,Chennai,2010,49000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,Chevrolet,Spark
4260,Bangalore,2014,52000,Diesel,Manual,First,21.14,1498.0,103.6,5.0,Skoda,Rapid
