,title,tags
2647,The Assassin,"['action', 'drama', 'history', 'assassin', 'tang dynasty', 'ancient china', 'wuxia', 'slow cinema', 'A', 'female', 'assassin', 'during', 'the', 'Tang', 'Dynasty', 'who', 'begins', 'to', 'question', 'her', 'loyalties', 'when', 'she', 'falls', 'in', 'love', 'with', 'one', 'of', 'her', 'targets.', 'shuqi', 'changchen', 'nikkihsieh', 'houhsiao-hsien']"
2648,Buffalo Soldiers,"['drama', 'comedy', 'war', 'crime', 'thriller', 'germany', 'corruption', 'sex', 'based on novel', 'investigation', 'army', 'police', 'base', 'drug', 'rogue', 'Set', 'just', 'before', 'the', 'fall', 'of', 'the', 'Berlin', 'Wall', 'in', '1989,', 'Sgt.', 'Ray', 'Elwood', 'is', 'an', 'American', 'soldier', 'stationed', 'at', 'a', 'German', 'army', 'camp.', 'A', 'soldier', 'because', 'a', 'judge', 'gave', 'him', 'a', 'choice', 'between', 'the', 'army', 'and', 'jail,', 'Ray', 'spends', 'much', 'of', 'his', 'free', 'time', 'cooking', 'cocaine', 'for', 'the', 'MPs.', 'When', 'a', 'soldier', 'dies', 'and', 'a', 'toxicology', 'screen', 'shows', 'an', 'alarming', 'level', 'of', 'illegal', 'narcotics,', 'someone', 'is', 'sent', 'in', 'to', 'investigate.', 'joaquinphoenix', 'edharris', 'scottglenn', 'gregorjordan']"
2649,The Return,"['thriller', 'drama', 'mystery', 'return', 'brother', 'heavy rain', 'speedo', 'journal', 'A', 'story', 'of', 'two', 'Russian', 'boys', 'whose', 'father', 'suddenly', 'returns', 'home', 'after', 'a', '12-year', 'absence.', 'He', 'takes', 'the', 'boys', 'on', 'a', 'holiday', 'to', 'a', 'remote', 'island', 'on', 'a', 'lake', 'that', 'turns', 'into', 'a', 'test', 'of', 'manhood', 'of', 'almost', 'mythic', 'proportions.', 'vladimirgarin', 'konstantinlavronenko', 'nataliyavdovina', 'andreyzvyagintsev']"
2650,Ong Bak 2,"['adventure', 'action', 'thriller', 'sequel', 'Moments', 'from', 'death', 'a', 'young', 'man', 'is', 'rescued', 'by', 'a', 'renowned', 'warrior.', 'Realizing', 'unsurpassed', 'physical', 'potential', 'in', 'the', 'young', 'boy', 'he', 'trains', 'him', 'into', 'the', 'most', 'dangerous', 'man', 'alive.', 'As', 'he', 'becomes', 'a', 'young', 'man', 'he', 'goes', 'on', 'a', 'lone', 'mission', 'of', 'vengeance', 'against', 'the', 'vicious', 'slave', 'traders', 'who', 'enslaved', 'him', 'as', 'a', 'youth', 'and', 'the', 'treacherous', 'warlord', 'who', 'killed', 'his', 'father.', 'tonyjaa', 'sarunyuwongkrachang', 'sorapongchatree', 'tonyjaa', 'pannarittikrai']"
2651,Centurion,"['adventure', 'action', 'drama', 'roman empire', 'ancient rome', 'ancient world', 'violence', 'britain', 'behind enemy lines', 'sole survivor', 'Britain,', 'A.D.', '117.', 'Quintus', 'Dias,', 'the', 'sole', 'survivor', 'of', 'a', 'Pictish', 'raid', 'on', 'a', 'Roman', 'frontier', 'fort,', 'marches', 'north', 'with', 'General', ""Virilus'"", 'legendary', 'Ninth', 'Legion,', 'under', 'orders', 'to', 'wipe', 'the', 'Picts', 'from', 'the', 'face', 'of', 'the', 'Earth', 'and', 'destroy', 'their', 'leader,', 'Gorlacon.', 'michaelfassbender', 'olgakurylenko', 'davidmorrissey', 'neilmarshall']"
2652,Silent Trigger,"['drama', 'action', 'thriller', 'Waxman', 'is', 'a', 'former', 'Special', 'Forces', 'soldier', 'who', 'is', 'now', 'working', 'as', 'a', 'heavily', 'armed', 'assassin', 'for', 'a', 'top', 'secret', 'government', 'agency.', 'When', 'a', 'covert', 'mission', 'goes', 'terribly', 'wrong,', 'Waxman', 'and', 'fellow', 'assassin', 'Clegg', 'become', 'that', ""agency's"", 'prime', 'targets.', 'dolphlundgren', 'ginabellman', 'conraddunn', 'russellmulcahy']"
2653,The Midnight Meat Train,"['mystery', 'drama', 'crime', 'thriller', 'horror', 'photographer', 'butcher', 'vegetarian', 'midnight', 'blood splatter', 'gore', 'stalking', 'diner', 'decapitation', 'blood', 'violence', 'subway train', 'very little dialogue', 'The', 'photographer', 'Leon', 'lives', 'with', 'his', 'girlfriend', 'and', 'waitress', 'Maya', 'waiting', 'for', 'a', 'chance', 'to', 'get', 'in', 'the', 'photo', 'business.', 'When', 'Maya', 'contacts', 'their', 'friend', 'Jurgis,', 'he', 'schedules', 'a', 'meeting', 'for', 'Leon', 'with', 'the', 'successful', 'owner', 'of', 'arts', 'gallery', 'Susan', 'Hoff;', 'she', 'analyzes', ""Leon's"", 'work', 'and', 'asks', 'him', 'to', 'improve', 'the', 'quality', 'of', 'his', 'photos.', 'During', 'the', 'night,', 'the', 'upset', 'Leon', 'decides', 'to', 'wander', 'on', 'the', 'streets', 'taking', 'pictures', 'with', 'his', 'camera,', 'and', 'he', 'follows', 'three', 'punks', 'down', 'to', 'the', 'subway', 'station;', 'when', 'the', 'gang', 'attacks', 'a', 'young', 'woman,', 'Leon', 'defends', 'her', 'and', 'the', 'guys', 'move', 'on.', 'On', 'the', 'next', 'morning,', 'Leon', 'discovers', 'that', 'the', 'woman', 'is', 'missing.', 'He', 'goes', 'to', 'the', 'police', 'station,', 'but', 'Detective', 'Lynn', 'Hadley', 'does', 'not', 'give', 'much', 'attention', 'to', 'him', 'and', 'discredits', 'his', 'statement.', 'Leon', 'becomes', 'obsessed', 'to', 'find', 'what', 'happened', 'with', 'the', 'stranger', 'and', 'he', 'watches', 'the', 'subway', 'station.', 'When', 'he', 'sees', 'the', 'elegant', 'butcher', 'Mahogany', 'in', 'the', 'train,', 'Leon', 'believes', 'he', 'might', 'be', 'a', 'murderer', 'and', 'stalks', 'him', 'everywhere,', 'in', 'the', 'beginning', 'of', 'his', 'journey', 'to', 'the', 'darkness.', 'bradleycooper', 'vinniejones', 'brookeshields', 'ryûheikitamura']"
2654,Winnie Mandela,"['drama', 'biography', 'nelson mandela', 'A', 'drama', 'that', 'chronicles', 'the', 'life', 'of', 'Winnie', 'Mandela', 'from', 'her', 'childhood', 'through', 'her', 'marriage', 'and', 'her', ""husband's"", 'incarceration.', 'eliaskoteas', 'terrencehoward', 'jenniferhudson', 'darrelljamesroodt']"
2655,The Son of No One,"['drama', 'thriller', 'crime', 'A', 'rookie', 'cop', 'is', 'assigned', 'to', 'the', '118', 'Precinct', 'in', 'the', 'same', 'district', 'where', 'he', 'grew', 'up.', 'The', 'Precinct', 'Captain', 'starts', 'receiving', 'letters', 'about', 'two', 'unsolved', 'murders', 'that', 'happened', 'many', 'years', 'ago', 'in', 'the', 'housing', 'projects', 'when', 'the', 'rookie', 'cop', 'was', 'just', 'a', 'kid.', 'These', 'letters', 'bring', 'back', 'bad', 'memories', 'and', 'old', 'secrets', 'that', 'begin', 'to', 'threaten', 'his', 'career', 'and', 'break', 'up', 'his', 'family.', 'channingtatum', 'alpacino', 'juliettebinoche', 'ditomontiel']"
2656,All The Queen's Men,"['action', 'comedy', 'drama', 'history', 'transvestism', 'world war ii', 'A', 'mismatched', 'team', 'of', 'British', 'Special', 'Services', 'agents', 'led', 'by', 'an', 'American', 'must', 'infiltrate,', 'in', 'disguise,', 'a', 'female-run', 'Enigma', 'factory', 'in', 'Berlin', 'and', 'bring', 'back', 'the', 'decoding', 'device', 'that', 'will', 'end', 'the', 'war.', 'mattleblanc', 'eddieizzard', 'jamescosmo', 'stefanruzowitzky']"
2657,The Good Night,"['comedy', 'drama', 'romance', 'fantasy', 'music', 'dream', 'midlife crisis', 'lucid dreaming', 'Gary,', 'a', 'musician,', 'is', 'trapped', 'in', 'an', 'unhappy', 'relationship', 'with', 'his', 'live-in', 'lover,', 'Dora.', 'He', 'becomes', 'enthralled', 'with', 'a', 'beautiful', 'seductress', 'who', 'enters', 'his', 'dreams,', 'and', 'tries', 'to', 'control', 'his', 'dream-state', 'so', 'he', 'can', 'spend', 'more', 'and', 'more', 'time', 'with', 'her.', 'When', 'Gary', 'sees', 'his', 'mystery', ""woman's"", 'face', 'on', 'a', 'bus', 'billboard,', 'he', 'discovers', 'she', 'is', 'real,', 'and', 'fate', 'brings', 'him', 'an', 'opportunity', 'to', 'meet', 'her.', 'penélopecruz', 'martinfreeman', 'gwynethpaltrow', 'jakepaltrow']"
2658,Bathory: Countess of Blood,"['drama', 'fantasy', 'sex', 'legend', 'countess', 'Bathory', 'is', 'based', 'on', 'the', 'legends', 'surrounding', 'the', 'life', 'and', 'deeds', 'of', 'Countess', 'Elizabeth', 'Bathory', 'known', 'as', 'the', 'greatest', 'murderess', 'in', 'the', 'history', 'of', 'mankind.', 'Contrary', 'to', 'popular', 'belief,', 'Elizabeth', 'Bathory', 'was', 'a', 'modern', 'Renaissance', 'woman', 'who', 'ultimately', 'fell', 'victim', 'to', 'mens', 'aspirations', 'for', 'power', 'and', 'wealth.', 'annafriel', 'karelroden', 'hansmatheson', 'jurajjakubisko']"
2659,Khumba,"['animation', 'adventure', 'family', '3d', 'khumba', 'A', 'half-striped', 'zebra', 'is', 'blamed', 'for', 'the', 'drought', 'and', 'leaves', 'his', 'herd', 'in', 'search', 'of', 'his', 'missing', 'stripes.', 'He', 'is', 'joined', 'on', 'his', 'quest', 'by', 'an', 'overprotective', 'wildebeest', 'and', 'a', 'flamboyant', 'ostrich;', 'they', 'defeat', 'the', 'tyrannical', 'leopard', 'and', 'save', 'his', 'herd.', 'jaket.austin', 'liamneeson', 'stevebuscemi', 'anthonysilverston']"
2660,Automata,"['thriller', 'sciencefiction', 'artificial intelligence', 'rain', 'future', 'dystopia', 'robot', 'ecology', 'desert', 'child hitman', 'Jacq', 'Vaucan,', 'an', 'insurance', 'agent', 'of', 'ROC', 'robotics', 'corporation,', 'routinely', 'investigates', 'the', 'case', 'of', 'manipulating', 'a', 'robot.', 'What', 'he', 'discovers', 'will', 'have', 'profound', 'consequences', 'for', 'the', 'future', 'of', 'humanity.', 'antoniobanderas', 'birgittehjortsørensen', 'dylanmcdermott', 'gabeibáñez']"
2661,Dungeons & Dragons: Wrath of the Dragon God,"['action', 'adventure', 'fantasy', 'fighter', 'royalty', 'curse', 'dragon', 'Due', 'to', 'a', 'curse', 'from', 'his', 'former', 'master', 'Profion,', 'Damodar', 'survived', 'his', 'death', 'by', 'Ridley', 'Freeborn', 'as', 'an', 'undead', 'entity', 'in', 'pursuit', 'of', 'an', 'evil', 'artifact', 'for', 'some', 'hundred', 'years,', 'so', 'that', 'he', 'might', 'be', 'capable', 'of', 'unleashing', 'unstoppable', 'destruction', 'on', 'Izmir', 'and', 'the', 'descendants', 'of', 'those', 'who', 'caused', 'his', 'demise.', 'brucepayne', 'markdymond', 'clemencyburton-hill', 'gerrylively']"
2662,Shinjuku Incident,"['drama', 'action', 'thriller', 'crime', 'drug stealing', 'yakluza', 'shinjuku', 'criminal syndicate', 'taiwanese', 'Iron', 'Zhao', 'aka', 'Steelhead,', 'a', 'truck', 'repairman', 'from', ""China's"", 'Northeast,', 'and', 'settles', 'down', 'as', 'an', 'illegal', 'immigrant', 'in', 'Tokyo.', 'After', 'a', 'series', 'of', 'run-ins', 'with', 'the', 'Yakuza,', 'he', 'rises', 'to', 'power', 'as', 'the', 'Don', 'of', 'Chinese', 'illegal', 'immigrants.', 'However,', 'things', 'get', 'out', 'of', 'control', 'when', ""he's"", 'foolish', 'enough', 'to', 'believe', 'in', 'clean', 'getaways', 'in', 'a', 'world', 'that', 'offers', 'none,', 'and', 'soon', 'comes', 'to', 'seal', 'his', 'own', 'fate.', 'jackiechan', 'naototakenaka', 'danielwu', 'derekyeetung-sing']"
2663,Pandaemonium,"['drama', 'foreign', 'Set', 'in', 'England', 'during', 'the', 'early', '19th', 'century,', 'Pandaemonium', 'evokes', 'late-1960s', 'America', 'in', 'its', 'depiction', 'of', 'the', 'relationship', 'between', 'Samuel', 'Taylor', 'Coleridge', '(Linus', 'Roach)', 'and', 'William', 'Wordsworth', '(John', 'Hannah).', 'Instead', 'of', 'going', 'to', 'Vietnam,', 'Wordsworth', 'goes', 'off', 'to', 'fight', 'against', 'the', 'French', 'while', 'Coleridge', 'stays', 'at', 'home', 'and', 'promotes', 'utopianism.', 'After', 'the', 'war,', 'the', 'poets', 'live', 'and', 'work', 'together', 'with', ""Coleridge's"", 'wife,', 'Sara', '(Samantha', 'Morton),', 'and', ""Wordsworth's"", 'sister,', 'Dorothy', '(Emily', 'Woof).', 'At', 'first', 'this', 'communal', 'arrangement', 'works', 'to', 'the', 'advantage', 'of', 'Coleridge--who', 'does', 'some', 'of', 'his', 'best', 'writing', 'while', 'Wordsworth', 'stagnates--until', 'Coleridge', 'becomes', 'addicted', 'to', 'opium.', 'Wordsworth,', 'meanwhile,', ""doesn't"", 'find', 'his', 'voice', 'until', 'he', 'abandons', 'his', 'friend.', 'In', '20th-century', 'vernacular,', 'Wordsworth', 'is', 'the', 'yuppie,', 'Coleridge', 'the', 'hippie.', 'linusroache', 'johnhannah', 'samanthamorton', 'julientemple']"
2664,Groundhog Day,"['romance', 'fantasy', 'drama', 'comedy', 'deja vu', 'groundhog', 'weather forecast', 'telecaster', 'pennsylvania', 'alarm clock', 'winter', 'time warp', 'time loop', 'cult film', 'existentialism', 'groundhog day', 'A', 'narcissistic', 'TV', 'weatherman,', 'along', 'with', 'his', 'attractive-but-distant', 'producer', 'and', 'mawkish', 'cameraman,', 'is', 'sent', 'to', 'report', 'on', 'Groundhog', 'Day', 'in', 'the', 'small', 'town', 'of', 'Punxsutawney,', 'where', 'he', 'finds', 'himself', 'repeating', 'the', 'same', 'day', 'over', 'and', 'over.', 'billmurray', 'andiemacdowell', 'chriselliott', 'haroldramis']"
2665,Magic Mike XXL,"['comedy', 'drama', 'music', 'male friendship', 'strip club', 'road trip', 'strip tease', 'strip', 'Three', 'years', 'after', 'Mike', 'bowed', 'out', 'of', 'the', 'stripper', 'life', 'at', 'the', 'top', 'of', 'his', 'game,', 'he', 'and', 'the', 'remaining', 'Kings', 'of', 'Tampa', 'hit', 'the', 'road', 'to', 'Myrtle', 'Beach', 'to', 'put', 'on', 'one', 'last', 'blow-out', 'performance.', 'channingtatum', 'mattbomer', 'joemanganiello', 'gregoryjacobs']"
2666,Romeo + Juliet,"['drama', 'romance', 'shakespeare', 'forbidden love', 'gun violence', 'star crossed lovers', 'shakespeare in modern dress', 'teenage romance', 'masquerade', ""shakespeare's romeo and juliet"", 'gangster grip', 'In', 'director', 'Baz', ""Luhrmann's"", 'contemporary', 'take', 'on', 'William', ""Shakespeare's"", 'classic', 'tragedy,', 'the', 'Montagues', 'and', 'Capulets', 'have', 'moved', 'their', 'ongoing', 'feud', 'to', 'the', 'sweltering', 'suburb', 'of', 'Verona', 'Beach,', 'where', 'Romeo', 'and', 'Juliet', 'fall', 'in', 'love', 'and', 'secretly', 'wed.', 'Though', 'the', 'film', 'is', 'visually', 'modern,', 'the', ""bard's"", 'dialogue', 'remains.', 'leonardodicaprio', 'clairedanes', 'johnleguizamo', 'bazluhrmann']"
2667,Sarah's Key,"['drama', 'war', 'On', 'the', 'night', 'of', '16', 'July', '1942,', 'ten', 'year', 'old', 'Sarah', 'and', 'her', 'parents', 'are', 'being', 'arrested', 'and', 'transported', 'to', 'the', 'Velodrome', ""d'Hiver"", 'in', 'Paris', 'where', 'thousands', 'of', 'other', 'jews', 'are', 'being', 'send', 'to', 'get', 'deported.', 'Sarah', 'however', 'managed', 'to', 'lock', 'her', 'little', 'brother', 'in', 'a', 'closed', 'just', 'before', 'the', 'police', 'entered', 'their', 'appartment.Sixty', 'years', 'later,', 'Julia', 'Jarmond,', 'an', 'American', 'journalist', 'in', 'Paris,', 'gets', 'the', 'assignment', 'to', 'write', 'an', 'article', 'about', 'this', 'raid,', 'a', 'black', 'page', 'in', 'the', 'history', 'of', 'France.', 'She', 'starts', 'digging', 'archives', 'and', 'through', ""Sarah's"", 'file', 'discovers', 'a', 'well', 'kept', 'secret', 'about', 'her', 'own', 'in-laws.', 'kristinscottthomas', 'nielsarestrup', 'frédéricpierrot', 'gillespaquet-brenner']"
2668,Freedom,"['drama', 'ship', 'freedom', 'slave', 'Two', 'men', 'separated', 'by', '100', 'years', 'are', 'united', 'in', 'their', 'search', 'for', 'freedom.', 'In', '1856', 'a', 'slave,', 'Samuel', 'Woodward', 'and', 'his', 'family,', 'escape', 'from', 'the', 'Monroe', 'Plantation', 'near', 'Richmond,', 'Virginia.', 'A', 'secret', 'network', 'of', 'ordinary', 'people', 'known', 'as', 'the', 'Underground', 'Railroad', 'guide', 'the', 'family', 'on', 'their', 'journey', 'north', 'to', 'Canada.', 'They', 'are', 'relentlessly', 'pursued', 'by', 'the', 'notorious', 'slave', 'hunter', 'Plimpton.', 'Hunted', 'like', 'a', 'dog', 'and', 'haunted', 'by', 'the', 'unthinkable', 'suffering', 'he', 'and', 'his', 'forbears', 'have', 'endured,', 'Samuel', 'is', 'forced', 'to', 'decide', 'between', 'revenge', 'or', 'freedom.', '100', 'years', 'earlier', 'in', '1748,', 'John', 'Newton', 'the', 'Captain', 'of', 'a', 'slave', 'trader', 'sails', 'from', 'Africa', 'with', 'a', 'cargo', 'of', 'slaves,', 'bound', 'for', 'America.', 'On', 'board', 'is', ""Samuel's"", 'great', 'grandfather', 'whose', 'survival', 'is', 'tied', 'to', 'the', 'fate', 'of', 'Captain', 'Newton.', 'The', 'voyage', 'changes', ""Newton's"", 'life', 'forever', 'and', 'he', 'creates', 'a', 'legacy', 'that', 'will', 'inspire', 'Samuel', 'and', 'the', 'lives', 'of', 'millions', 'for', 'generations', 'to', 'come.', 'cubagoodingjr.', 'williamsadler', 'sharonleal', 'petercousens']"
2669,Unforgiven,"['western', 'prostitute', 'sheriff', 'bounty', 'regret', 'right and justice', 'revenge', 'mutilation', 'one last job', 'reputation', 'englishman', 'William', 'Munny', 'is', 'a', 'retired,', 'once-ruthless', 'killer', 'turned', 'gentle', 'widower', 'and', 'hog', 'farmer.', 'To', 'help', 'support', 'his', 'two', 'motherless', 'children,', 'he', 'accepts', 'one', 'last', 'bounty-hunter', 'mission', 'to', 'find', 'the', 'men', 'who', 'brutalized', 'a', 'prostitute.', 'Joined', 'by', 'his', 'former', 'partner', 'and', 'a', 'cocky', 'greenhorn,', 'he', 'takes', 'on', 'a', 'corrupt', 'sheriff.', 'clinteastwood', 'genehackman', 'morganfreeman', 'clinteastwood']"
2670,Manderlay,"['drama', 'southern usa', 'slavery', 'duringcreditsstinger', 'In', '1933,', 'after', 'leaving', 'Dogville,', 'Grace', 'Margaret', 'Mulligan', 'sees', 'a', 'slave', 'being', 'punished', 'at', 'a', 'cotton', 'farm', 'called', 'Manderlay.', 'Officially', 'slavery', 'is', 'illegal', 'and', 'Grace', 'stands', 'up', 'against', 'the', 'owners', 'of', 'the', 'farm.', 'She', 'stays', 'with', 'some', 'gangsters', 'in', 'Manderlay', 'and', 'tries', 'to', 'influence', 'the', 'situation.', 'But', 'when', 'harvest', 'time', 'comes', 'Grace', 'sees', 'the', 'social', 'and', 'economic', 'reality', 'of', 'Manderlay.', 'brycedallashoward', 'isaachdebankolé', 'dannyglover', 'larsvontrier']"
2671,Slumdog Millionaire,"['drama', 'romance', 'slum', 'indian lead', 'cheating', 'suspicion', 'game show', 'orphan', 'duringcreditsstinger', 'Jamal', 'Malik', 'is', 'an', 'impoverished', 'Indian', 'teen', 'who', 'becomes', 'a', 'contestant', 'on', 'the', 'Hindi', 'version', 'of', '‘Who', 'Wants', 'to', 'Be', 'a', 'Millionaire?’', 'but,', 'after', 'he', 'wins,', 'he', 'is', 'suspected', 'of', 'cheating.', 'devpatel', 'freidapinto', 'anilkapoor', 'dannyboyle']"
2672,Fatal Attraction,"['drama', 'romance', 'thriller', 'sexual obsession', 'wife husband relationship', 'deceived wife', 'marriage crisis', 'suspense', 'lawyer', 'extramarital affair', 'erotic movie', 'A', 'married', ""man's"", 'one', 'night', 'stand', 'comes', 'back', 'to', 'haunt', 'him', 'when', 'that', 'lover', 'begins', 'to', 'stalk', 'him', 'and', 'his', 'family.', 'michaeldouglas', 'glennclose', 'annearcher', 'adrianlyne']"
2673,Pretty Woman,"['romance', 'comedy', 'prostitute', 'capitalism', 'cinderella', 'expensive restaurant', 'sports car', 'workaholic', 'fire escape', 'friendship', 'los angeles', 'piano', 'When', 'millionaire', 'wheeler-dealer', 'Edward', 'Lewis', 'enters', 'a', 'business', 'contract', 'with', 'Hollywood', 'hooker', 'Vivian', 'Ward,', 'he', 'loses', 'his', 'heart', 'in', 'the', 'bargain', 'in', 'this', 'charming', 'romantic', 'comedy.', 'After', 'Edward', 'hires', 'Vivian', 'as', 'his', 'date', 'for', 'a', 'week', 'and', 'gives', 'her', 'a', 'Cinderella', 'makeover,', 'she', 'returns', 'the', 'favor', 'by', 'mellowing', 'the', 'hardnosed', ""tycoon's"", 'outlook.', 'Can', 'the', 'poor', 'prostitute', 'and', 'the', 'rich', 'capitalist', 'live', 'happily', 'ever', 'after?', 'juliaroberts', 'richardgere', 'ralphbellamy', 'garrymarshall']"
2674,Crocodile Dundee II,"['adventure', 'comedy', 'new york', 'crocodile', 'australia', 'large knife', 'aftercreditsstinger', 'Australian', 'outback', 'expert', 'protects', 'his', 'New', 'York', 'love', 'from', 'gangsters', ""who've"", 'followed', 'her', 'down', 'under.', 'paulhogan', 'lindakozlowski', 'johnmeillon', 'johncornell']"
2675,Broken Horses,"['thriller', 'mystery', 'drama', 'crime', 'The', 'bonds', 'of', 'brotherhood,', 'the', 'laws', 'of', 'loyalty,', 'and', 'the', 'futility', 'of', 'violence', 'in', 'the', 'shadows', 'of', 'the', 'US', 'Mexico', 'border', 'gang', 'wars.', 'maríavalverde', ""vincentd'onofrio"", 'thomasjane', 'vidhuvinodchopra']"
2676,Born on the Fourth of July,"['drama', 'war', 'vietnam veteran', 'post traumatic stress  disorder', 'bar', '1970s', 'wheelchair', 'vietnam war', 'desert', 'spit in the face', 'drunkenness', '1950s', '1960s', 'The', 'biography', 'of', 'Ron', 'Kovic.', 'Paralyzed', 'in', 'the', 'Vietnam', 'war,', 'he', 'becomes', 'an', 'anti-war', 'and', 'pro-human', 'rights', 'political', 'activist', 'after', 'feeling', 'betrayed', 'by', 'the', 'country', 'he', 'fought', 'for.', 'tomcruise', 'raymondj.barry', 'carolinekava', 'oliverstone']"
2677,Cool Runnings,"['comedy', 'winter', 'trainer', 'olympic games', 'jamaica', 'training camp', 'reggae', 'bobsleighing', 'sport', 'When', 'a', 'Jamaican', 'sprinter', 'is', 'disqualified', 'from', 'the', 'Olympic', 'Games,', 'he', 'enlists', 'the', 'help', 'of', 'a', 'dishonored', 'coach', 'to', 'start', 'the', 'first', 'Jamaican', 'Bobsled', 'Team.', 'leonrobinson', 'douge.doug', 'rawled.lewis', 'jonturteltaub']"
2678,My Bloody Valentine,"['mystery', 'horror', 'sheriff', 'miner', 'delusion', 'head injury', 'remake', 'slaughter', 'blood', 'aftercreditsstinger', '3d', 'Ten', 'years', 'ago,', 'a', 'tragedy', 'changed', 'the', 'town', 'of', 'Harmony', 'forever.', 'Tom', 'Hanniger,', 'an', 'inexperienced', 'coal', 'miner,', 'caused', 'an', 'accident', 'in', 'the', 'tunnels', 'that', 'trapped', 'and', 'killed', 'five', 'men', 'and', 'sent', 'the', 'only', 'survivor,', 'Harry', 'Warden,', 'into', 'a', 'permanent', 'coma.', 'But', 'Harry', 'Warden', 'wanted', 'revenge.', 'Exactly', 'one', 'year', 'later,', 'on', 'Valentine’s', 'Day,', 'he', 'woke', 'up…and', 'brutally', 'murdered', 'twenty-two', 'people', 'with', 'a', 'pickaxe', 'before', 'being', 'killed.', 'jensenackles', 'jaimeking', 'kerrsmith', 'patricklussier']"
2679,Stomp the Yard,"['drama', 'music', 'love at first sight', 'loss of brother', 'breakdance', 'daughter', 'After', 'the', 'death', 'of', 'his', 'younger', 'brother,', 'a', 'troubled', '19-year-old', 'street', 'dancer', 'from', 'Los', 'Angeles', 'is', 'able', 'to', 'bypass', 'juvenile', 'hall', 'by', 'enrolling', 'in', 'the', 'historically', 'black,', 'Truth', 'University', 'in', 'Atlanta,', 'Georgia.', 'But', 'his', 'efforts', 'to', 'get', 'an', 'education', 'and', 'woo', 'the', 'girl', 'he', 'likes', 'are', 'sidelined', 'when', 'he', 'is', 'courted', 'by', 'the', 'top', 'two', 'campus', 'fraternities,', 'both', 'of', 'which', 'want', 'and', 'need', 'his', 'fierce', 'street-style', 'dance', 'moves', 'to', 'win', 'the', 'highly', 'coveted', 'national', 'step', 'show', 'competition.', 'columbusshort', 'meagangood', 'ne-yo', 'sylvainwhite']"
2680,The Spy Who Loved Me,"['adventure', 'action', 'thriller', 'london england', 'submarine', 'england', 'assassination', 'spy', 'cairo', 'terrorist', 'egypt', 'mass murder', 'pyramid', 'russia', 'planned murder', 'secret intelligence service', 'kgb', 'villain', 'nuclear missile', 'tanker', 'sphinx', 'sardinien', 'warhead', 'jet ski', 'utopia', 'murder', 'shark', 'killer', 'british secret service', 'skiing', 'Russian', 'and', 'British', 'submarines', 'with', 'nuclear', 'missiles', 'on', 'board', 'both', 'vanish', 'from', 'sight', 'without', 'a', 'trace.', 'England', 'and', 'Russia', 'both', 'blame', 'each', 'other', 'as', 'James', 'Bond', 'tries', 'to', 'solve', 'the', 'riddle', 'of', 'the', 'disappearing', 'ships.', 'But', 'the', 'KGB', 'also', 'has', 'an', 'agent', 'on', 'the', 'case.', 'rogermoore', 'barbarabach', 'curdjürgens', 'lewisgilbert']"
2681,Urban Legend,"['horror', 'thriller', 'college', 'murder', 'urban legend', 'slasher', 'killer', 'death', ""There's"", 'a', 'campus', 'killer', 'on', 'the', 'loose', ""who's"", 'making', 'urban', 'legends,', 'like', 'the', 'one', 'about', 'eating', 'pop', 'rocks', 'and', 'soda', 'at', 'the', 'same', 'time', 'will', 'make', 'your', 'stomach', 'explode', 'and', 'the', 'one', 'about', 'a', 'psycho', 'with', 'an', 'axe', 'stepping', 'into', 'the', 'backseat', 'of', 'your', 'car', 'at', 'the', 'gas', 'station', 'when', 'not', 'looking,', 'into', 'reality.', 'aliciawitt', 'jaredleto', 'rebeccagayheart', 'jamieblanks']"
2682,Good Deeds,"['comedy', 'drama', 'romance', 'african american', 'single mother', 'fiancé fiancée relationship', 'corporation', 'rich man - poor woman', 'Businessman', 'Wesley', 'Deeds', 'is', 'jolted', 'out', 'of', 'his', 'scripted', 'life', 'when', 'he', 'meets', 'Lindsey,', 'a', 'single', 'mother', 'who', 'works', 'on', 'the', 'cleaning', 'crew', 'in', 'his', 'office', 'building.', 'tylerperry', 'phyliciarashād', 'thandienewton', 'tylerperry']"
2683,White Fang,"['action', 'adventure', 'drama', 'family', 'based on novel', 'gold', 'treasure', 'coffin', 'human animal relationship', 'friendship', 'alaska', 'shootout', 'dog', 'prospector', 'klondike', 'yukon', 'boy dog relationship', 'gold miner', 'Jack', ""London's"", 'classic', 'adventure', 'story', 'about', 'the', 'friendship', 'developed', 'between', 'a', 'Yukon', 'gold', 'hunter', 'and', 'the', 'mixed', 'dog-wolf', 'he', 'rescues', 'from', 'the', 'hands', 'of', 'a', 'man', 'who', 'mistreats', 'him.', 'klausmariabrandauer', 'ethanhawke', 'seymourcassel', 'randalkleiser']"
